####################################################################################################
Online Supporting Information S3. 

The input average signal dataset including the average signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr22	47567007	47567433	0.043	2.235	1.915	0.97	0.84	0.99	1.333	1.078	1.487	2.489	2.687	1.5	2.5	2.909	3.5	2.2	5.188	2.76	1.833	1.333	5.059	4.941	3.1	2.775	3.3	4.412	2.909	2.444	2.611	3.583	1.6	3	6.24	1.5
chr17	73483327	73484183	0.053	2.598	5.28	1.693	5.291	4.074	0.873	4.12	5.011	5.765	8.747	4.594	4.974	4.367	7.204	3.433	3.733	10.439	3.545	3.724	2.333	5	6.406	1.641	3.125	4.594	5	4.545	3.251	6.681	7.156	8.717	5.211	2.591
chr12	12502649	12503615	0.109	2.33	4.698	25.341	5.064	67.017	3.968	3.015	12.244	1.824	2.058	10.169	12.237	7.87	13.473	14.132	5.733	30.878	14.036	11.941	11.205	14.051	13.49	8.475	7.246	7.939	23.955	7.397	3.602	27.842	17.014	23.509	14.109	2.1
chr16	87019725	87020108	0.073	1.677	3.403	0.914	1.675	2.689	0.66	2.757	2.37	3.08	1.311	6.682	3.938	2.5	3.385	4.167	3	35.128	5.167	4.8	2	3	8.174	2.2	2.909	5.684	14.256	3.5	1.292	6.294	5.059	12.846	4.692	1
chr3	50534844	50535177	0.044	4.166	3.789	1.953	12.649	8.269	3.523	2.966	6.014	4.106	8.443	1.833	2.875	2.444	4.214	5.684	6.714	2.24	3	3	5.462	3.5	10.385	0.7	4.1	4	2.75	5.5	3.228	4.25	4.267	3.5	5.579	2.625
chr17	27401202	27401491	0.041	1.742	2.658	1.103	6.96	2.655	2.845	3.858	2.822	1.855	3.175	4	6.294	3.583	3.25	4	2.571	3.833	3.5	1.75	3.5	1.8	4.333	1.4	4.273	3.5	1	3.583	0.9	4.462	3.143	3.636	5.353	4.375
chr13	48891619	48892427	0.049	2.72	4.165	1.815	2.783	2.468	2.076	2.695	4.25	3.082	3.128	2.375	2.478	2.933	4.179	3.1	2.412	1.571	3.318	3.474	1.833	4.615	3.481	1.4	1.625	5.122	5	1.923	1.587	3.333	2.955	3.667	4.8	3.077
chr11	69923293	69926424	0.122	2.91	2.054	5.229	9.328	21.766	33.46	1.8	4.246	3.886	2.034	3.693	9.156	4.581	6.466	5.174	3.986	3.496	5.383	4.935	8.035	5.812	6.247	3.549	3.86	4.975	7.931	4.658	5.47	10.823	7.774	6.872	5.784	1.522
chr17	1162392	1163904	0.113	2.972	2.905	10.161	3.867	33.055	19.966	0.903	4.941	1.735	1.818	9.857	12.757	9.369	5.714	10.46	6.162	28.827	8.699	11.286	5.678	11.019	10.211	11.437	4.34	5.235	92.039	4.979	3.018	15.24	9.648	16.203	9.134	2.933
chr19	49671185	49671512	0.048	1.566	4.012	0.8	2.983	4.769	0.967	2.292	2.124	1.652	1.437	3.909	3.857	2.5	2.286	2.286	3.1	2.11	3.3	2	2.167	4.308	3.75	0.933	1.5	4.875	1.5	2.875	1.336	3.909	3.385	5.2	4.692	1.6
chr12	125607197	125607662	0.085	2.453	3.869	2.106	3.937	3.727	1.263	6.712	4.048	4.031	3.985	5	4.75	5.682	3	8.108	6.1	48.253	4.667	4.778	6.917	11.409	6.042	5.564	8.08	5.45	39.552	3.231	3.361	10.737	10.395	18.838	12.491	2.5
chr1	153265350	153265479	0.035	2.256	2.032	2.896	9.496	6.664	3.04	2.84	3.984	5.672	1	8.143	15.833	6.667	2.8	6.125	7.75	22.52	7.167	5.25	2.5	4.857	6.182	2.1	9.556	6.8	7	1.5	2.75	8.231	4.5	12.625	9.733	1.5
chr3	40622099	40622333	0.043	1.128	3.048	1.076	8.26	3.264	2.608	1.532	3.468	3.68	5.58	18.606	23.791	26.5	10.727	24.643	14.667	320.668	17.185	12.167	5.9	20.763	25.375	12.914	16.031	20.036	505.826	5	2.767	25.298	21.128	59.793	14.407	5.1
chr14	100932671	100933244	0.079	5.997	5.118	2.518	14.511	10.93	1.772	2.034	2.727	6.788	2.789	11.673	12.081	7.342	7.579	12.773	6.212	51.857	12.361	22.72	11.675	16.473	14.366	22.858	9.863	9.475	28.356	3.933	3.968	18.815	6.029	30.371	11.196	2.182
chr18	76680209	76680436	0.04	3.64	2.431	1.671	3.289	4.671	2.138	1.467	2.582	2.956	2.6	2.5	4	1.333	3.889	8.562	3	1.845	5.857	4.333	1	5.818	6.25	1.4	3	2	5.467	4.889	1.35	6	2.667	6.222	7.357	2.333
chr19	42591345	42591716	0.05	0.907	1.985	1.1	0.889	2.272	1.67	3.397	0.889	2.509	2.653	3.273	5.571	3.889	3.462	3.882	3.182	1.451	2.75	5.312	5.235	3.444	6.8	2.186	4.5	5	4.385	4.75	0.54	3.364	3.636	4.364	3	2.833
chr5	134526716	134527455	0.087	1.958	3.576	11.123	5.687	53.807	10.863	2.252	6.663	3.864	1.393	13.415	37.5	8.474	9.694	11.614	8.533	100.611	12.215	14.487	16.78	16.813	20.122	7.597	12.95	8.109	169.651	6.821	5.492	22.636	38.911	39.761	12.785	1.625
chr14	96362011	96362415	0.07	3.385	5.622	1.143	8.865	3.182	2.645	6.585	5.795	2.203	3.815	8.576	7.259	8.212	12.778	17.483	7.192	89.498	11.485	29.988	11.611	14.024	27.667	47.293	7.682	8.269	48.375	6.316	3.415	21.344	9.086	30.978	60.262	2
chr18	77113195	77113717	0.081	2.644	3.897	1.803	6.909	1.34	1.502	3.493	1.748	5.448	2.383	4.6	9.581	3.389	7.714	5.885	3.706	44.183	7.129	7.75	5.05	5.045	6.559	2.843	5.346	5.818	34.264	3.957	1.984	8.895	5.032	13.933	10.262	3.636
chr11	60682664	60683468	0.083	3.743	10.705	19.893	11.93	70.094	3.604	1.639	19.732	4.582	5.574	10.234	10.71	10.647	9.615	12.753	9.776	15.766	9.769	19.423	11.18	21.303	15.052	6.436	9	11.485	20.224	8.918	1.676	32.144	25.853	14.417	12.353	2.357
chr14	105526556	105528186	0.081	1.835	3.832	1.042	3.278	1.592	2.679	1.728	3.209	2.002	1.959	4.043	4.109	3.462	4.204	4.343	4.635	2.811	4.067	4.5	3.341	3.522	4.803	3.424	2.37	3.562	4.314	3.896	2.435	4.437	3.333	5.352	4.444	1.846
chr1	85748136	85748466	0.065	3.551	4.545	3.382	10.2	12.302	0.889	3.818	6.117	3.212	3.369	11.143	9.4	20.528	9.276	20.933	9.812	142.108	10.848	11.452	3.273	24.262	10.76	7.592	9.542	12.536	47.472	5.2	0.9	19.585	16.39	33.037	15.921	2
chr4	6875780	6875988	0.04	3.29	1.47	1.41	3.085	0.971	0.88	6.525	3.725	8.805	6.445	11.952	8.312	14.522	5.5	12.955	5.667	258.255	10.105	8.8	4	18.591	9.056	4.817	12.81	12.353	185.917	11.789	3.187	26.324	15.286	49.085	14.586	1.5
chr12	121531344	121531554	0.038	2.32	1.68	0.914	3.791	1.796	0.977	1.778	1.993	0.933	0.84	1.75	1	2.75	2.833	1	2.25	1.604	2	1.5	1	2.4	1	1.56	1.5	2.5	2.167	1	2.748	1.333	2.571	3.286	2.833	2.5
chr4	170744786	170745318	0.109	4.585	2.179	2.416	4.522	1.902	1.96	1.548	2.217	3.886	2.897	9.211	9.775	66.34	6.44	10.628	8.703	3.741	11.13	15.782	7.381	14.759	24.299	8.593	12.213	7.333	12.907	8.059	4.186	40.22	6	50.12	8.35	3.375
chr13	41242340	41242904	0.107	1.002	2.87	1.408	9.478	6.541	2.463	2.2	2.624	1.558	4.977	9.295	14.548	10.66	7.333	14.567	5.733	51.939	10.159	10.045	8.3	10	12.719	4.565	6.367	7.718	65.536	9.05	1.18	30.357	10.388	23.98	7.529	1.333
chr1	32129305	32130553	0.113	3.034	6.949	1.129	4.684	2.234	1.473	2.447	3.93	3.625	1.728	14.636	12.652	10.8	6.649	11.269	8.44	64.352	8.135	8.456	6.288	16.748	11.163	4.939	8.215	7.333	256.078	5.217	2.457	19.531	11	44.567	9.641	1.929
chr7	139929465	139931733	0.146	1.882	4.67	17.289	9.182	63.665	6.367	1.703	7.994	2.019	1.752	6.566	22.175	8.02	8.113	20.677	9.916	6.474	11.104	12.067	14.342	11.688	23.257	15.129	5.585	12.061	15.477	8.565	2.66	40.596	11.586	13.829	12.854	2.25
chr15	101311106	101311446	0.041	1.662	2.702	2.425	4.717	3.569	0.911	2.433	2.572	2.111	1.868	1	2.429	3.1	4.9	2.5	5.077	1.724	2.625	4.231	7.5	4.071	4.923	1.4	2.556	2.9	2.545	2.143	3.323	3.444	2.75	1.333	3.923	3
chr9	138479200	138480289	0.052	2.501	1.745	1.067	4.941	1.567	0.905	1.433	1.496	2.28	1.231	3.31	4.636	3	2.273	2.774	3.692	2.358	2.211	2.737	2.25	9.294	3.167	2.459	2.333	2.174	2.3	2.286	2.05	2.133	3.72	4.316	3.875	1.333
chr2	105856442	105856657	0.041	2.435	1.569	0.916	3.582	2.075	0.933	3.498	4.204	1.64	2.036	7.706	3.5	2.857	5.273	5.778	5.625	5.507	6.2	4.5	2	5.3	2.5	1.96	3.5	3.429	4.5	4.111	0.9	6.636	5.889	7.667	4.818	1
chr9	129728153	129728397	0.048	5.947	4.462	5.062	5.964	1.8	1.48	1.627	4.738	2.853	3.88	15.276	9.176	25.244	11.68	11.84	11.412	240.013	14.308	12.286	6.538	24.6	18.714	3	12.458	11.72	267.64	6.615	3.091	32.278	10.105	54.759	16.212	2.429
chr3	41038505	41038734	0.038	4.827	5.044	5.578	9.031	13.818	1.578	1.124	10.613	2.395	2.556	2.5	9.55	3.545	3.889	10.05	7.125	5.076	9.471	6.917	11.211	6.5	9.071	6.556	4.571	6.167	9.478	5	3.582	5.889	8.389	15.125	7.947	1
chr17	58238047	58239734	0.095	2.948	6.855	4.373	17.632	13.918	2.557	1.511	4.417	2.95	1.97	9.971	7.188	7.154	7.732	17.533	5.658	3.111	10.308	7.453	7.882	11.072	13.465	25.455	4.894	13.549	5.481	3.175	2.025	24.583	8.725	15.457	8.481	1.692
chr16	87743249	87743847	0.039	2.545	4.977	1.813	2.3	1.6	0.987	8.757	2.354	4.73	2.833	3.467	5.692	2.667	4.316	4.045	2.571	3.198	3.318	3.625	6.25	3	3.056	1.867	4.5	2.545	2.1	2	2.132	5.346	2.333	3.476	4.167	2
chr5	1479657	1482113	0.115	2.328	6.55	1.795	6.138	2.788	2.039	5.456	4.136	7.24	5.915	8.521	22.556	62.262	5.847	7.574	6.518	24.394	6.183	9.606	4.585	7.974	10.115	3.786	8.084	6.026	56.363	6.559	3.164	11.514	5.262	21.795	7.712	2.375
chr3	49066578	49067138	0.1	1.887	26.847	26.045	7.335	61.775	3.027	2.557	34.9	3.59	8.485	22.305	18.974	57.543	11.356	30.651	14.712	14.149	21.4	28.73	7.789	35.49	25.966	19.38	6.071	8.194	12.053	58.86	3.189	72.689	128.515	22.049	19.222	1.5
chr9	134225268	134225926	0.076	2.386	7.172	5.899	15.625	40.039	1.709	2.127	10.633	2.997	5.415	10.702	11.855	13.747	8.673	22.939	8.595	107.522	11.903	16.082	16.988	18.341	16.393	11.211	9.96	10.9	143.14	4.92	3.647	36.594	22.66	39.362	14.976	2.5
chr19	20011468	20011914	0.079	3.56	43.058	38.733	2.964	30.524	2.093	1.773	85.342	2.97	5.236	14.768	11.957	10.083	24.598	56.208	9.031	2.751	41.208	19.098	10.286	20.854	21.391	17.763	6.577	16.259	8.056	10.421	1.165	34.538	190.716	17.97	71.667	1.714
chr22	43614413	43614684	0.04	1.767	4.847	2.84	1.66	2.342	2.309	1.46	1.897	3.756	1.865	2.833	3	2.571	2.9	3.1	1.5	2.192	3.167	2.429	3.4	3.727	2.889	2.1	2.333	3.25	1.333	3	2.675	4.5	3	5.353	5.071	2.5
chr2	239982116	239982719	0.048	2	3.543	0.922	1.056	1.552	0.889	2.342	3.225	3.443	3.091	2.778	4.278	1.875	4.889	2.222	2.429	1.272	1.889	3.8	3.571	4.905	3.913	0.7	3.143	3	3	2.154	2.3	6.219	1.714	4.739	4.741	2.667
chr11	1996709	1997128	0.045	2.016	1.643	0.96	1	0.916	1.333	0.898	3.141	2.111	1.247	3.375	2.25	1.5	1.5	4.118	2.143	1.733	2	2.5	2.857	3	3.091	1.6	1.333	1.25	2.909	2.818	1.011	3.5	2.625	1.833	7.318	1
chr20	61592554	61593479	0.15	2.586	8.747	1.187	7.134	4.843	2.438	2.331	8.789	4.224	3.941	3.867	4.233	5.732	6.194	9.264	4.862	9.69	5.478	4.36	3.958	6.233	6.404	4.931	2.81	10.875	19.755	4.333	2.692	10.697	7.611	8.519	7.397	1.333
chr13	67568364	67568627	0.05	1.895	3.553	3.404	4.469	17.262	2.327	1.633	0.807	2.615	1.105	12.5	9.826	17.696	5.933	23.346	5.4	170.189	17.286	9.526	11.739	21.513	14.231	10.529	10.348	11.2	165.959	5.308	2.758	13	19.976	45.658	15.636	1.5
chr12	114163841	114164149	0.043	13.103	4.223	1.343	1.778	1.387	2.833	4.303	4.923	4.18	3.833	3.889	2.6	4.364	1.8	5.909	3.5	4.95	5.273	3.3	4.333	4.364	3.9	3.908	2.333	5.067	4.1	3.286	2.829	4.929	1.8	7.227	5.438	1.5
chr11	2609344	2609855	0.038	2.411	4.141	1.324	1.6	1.947	9.282	0.88	2.756	5.476	1.938	4.2	3.357	1.571	3.7	3.571	2.778	1.242	3.077	6.571	6.353	2.5	3.111	1.4	3.273	4.167	5.111	3	2.429	5.261	4.25	6.6	4.235	1.333
chr14	24037988	24038311	0.049	4.356	2.828	2.044	11.831	10.96	1.389	1.16	6.003	5.286	2.837	10.722	8.72	10.419	5.947	14.737	5.231	93.972	7.5	10.444	11.29	12.8	10.115	7.095	4.643	5.765	45.519	13.212	1.571	21.149	11.914	25.299	10.774	1.6
chr5	180488645	180489210	0.052	4.555	1.232	1.506	4.71	2.256	19.515	2.014	3.312	5.699	4.489	5.185	4.808	5	3.118	4.63	2.8	3.958	5.966	3.941	2.429	4.474	7.094	2.762	3.737	7.406	3.75	5.043	3.597	5.577	4.05	3.875	6.438	2.833
chr3	66423134	66423562	0.075	2.729	4.847	0.853	3.111	1.933	1.787	1.269	1.966	5.278	3.369	14.062	10.216	10.289	9.788	15.472	11.111	137.993	14.672	13.302	16.98	17.81	21.986	4.555	7.935	14.373	295.516	10.927	2.406	14.98	15.471	37.466	14.17	2.667
chr1	184191741	184191968	0.047	2.147	2.451	1.971	3.778	3.511	3.742	0.84	3.36	2.378	3.098	17	8.643	16.276	11.045	13.417	6	196.289	13.885	13.632	1	22.805	20.419	5.09	7.909	8.4	215.688	7.867	0.75	20.484	8.941	35.095	15.833	4.571
chr1	179783564	179784575	0.091	3.124	4.86	24.342	14.775	102.859	10.491	2.278	10.191	3.1	2.999	11.802	16.438	12.152	6.714	12.279	9.74	38.038	8.28	9.216	9.859	18.202	25.556	12.405	7.475	9.719	102.199	11.854	4.614	66.484	11.724	27.397	37.944	3.25
chr13	21561803	21563855	0.051	2.649	3.279	0.867	2.525	1.413	1.532	9.33	3.415	6.145	7.974	3.633	5.161	3.333	3.164	3.545	2.769	2.625	3.255	5.089	4.415	3.264	3.972	1.54	3.537	5.138	5.873	4.6	2.146	4.795	3.17	3.758	4.338	1.636
chr3	27772818	27773148	0.048	2.2	2.471	8.908	22.105	56.471	76.76	2.538	4.127	10.618	4.043	13	7.583	14.467	9.185	11.13	12.75	12.058	8.345	5.357	26	14.225	9.25	3.882	8.071	9.828	13.128	5.706	8.084	21.322	9.875	14.576	7.048	3.833
chr18	33875820	33875938	0.035	7.128	2.536	11.208	4.832	29.528	30.696	1.72	2.704	2.984	2.112	6.286	4	4.833	5.857	3.4	9.5	3.376	5	3.5	5	9.083	5	2.1	6.75	5.833	4.75	5.444	1.375	8.556	4.5	9.7	9.462	1.5
chr11	58953683	58954182	0.086	3.326	3.726	0.892	7.686	5.326	1.574	3.069	6.876	7.27	12.036	8.3	5.483	6.903	6.321	10.878	6.967	67.416	10.292	4.696	7.371	9.757	10.878	2.2	5.913	6.467	23.333	8.226	3.058	15.017	9.135	25.436	7.854	3.222
chr14	92719760	92720238	0.047	3.703	4.503	7.316	16.24	30.811	7.821	3.26	3.389	6.907	5.122	12.453	13.122	21.543	6.6	20.852	8.355	34.522	11.383	18.015	19.306	22.736	23.274	34.756	8.636	7.871	70.872	13.426	3.103	26.794	21.244	22.897	15.036	3.533
chr14	24802702	24805366	0.117	3.495	1.961	9.142	9.689	40.697	57.458	2.298	4.792	4.508	2.344	7.012	12.26	6.052	8.823	8.215	5.639	22.931	8.475	8.444	13.13	11.625	12.348	4.198	4.583	7.558	40.486	6.4	4.894	19.364	8.651	22.183	8.658	2.303
chr3	179039500	179039637	0.039	0.96	2.584	0.733	4.344	5.864	0.867	2.784	1.552	2.696	2.968	14.5	13.353	11.083	5.462	14.529	7.833	78.208	7	12.438	1	14.895	6.4	5.9	9.556	11.545	143.833	5.2	1.35	15.867	8	19.833	7.846	3
chr11	17713758	17714223	0.042	5.127	2.876	1.422	4.727	1.738	5.964	1.778	2.716	1.743	3.706	2.375	3.786	4.158	2.667	4.895	3.529	4.787	4.364	4.955	3.3	5.19	7.571	4.524	3	5.68	1.429	4.111	2.836	3	5.389	3.5	3.375	2.75
chr20	56042890	56043185	0.053	4.303	4.277	1.46	9.513	6.773	4.143	3.473	2.97	1.067	2.09	10.192	3.5	6.684	3.1	7.647	1.5	1.463	7.875	5.154	10.25	8.333	8.63	4.036	4.111	6.25	5.067	4.167	2.686	9.333	4.769	9.316	5.467	2
chr1	20671257	20671609	0.064	2.691	1.111	0.808	6.657	3.709	3.563	2.21	0.91	2.674	3.614	8.385	15.31	6.696	5.263	8.333	9.16	4.437	6.857	9.045	1.333	12.829	10.407	5.914	6.412	13.639	5.5	5.625	4.278	18.056	8.259	15.833	9.296	1.5
chr15	33851776	33851913	0.037	1.768	5.184	6.384	8.368	22.528	1.688	2.76	2.04	2.784	1.64	8.444	10.417	14.263	8.5	10.455	13.286	3.448	8.667	13.308	7.125	20.571	7.5	2.775	9.636	10.167	12.769	9	0.9	13.667	2.5	7.077	11	4
chr10	134090898	134091311	0.06	2.216	2.261	1.817	4.946	1.037	3.129	1.264	6.369	4.028	3.045	4.056	3.154	3.214	4.143	5.958	3.4	6.849	4.25	5.312	4.214	3	4.632	3.962	2.5	4	5.294	1.833	3.238	8.853	3.077	10.941	4.913	1.5
chr4	176923175	176923733	0.064	1.473	1.622	14.553	3.993	44.749	5.253	0.889	4.862	1.063	1.522	3.091	5.333	7.05	7.114	8.311	11.237	3.394	5.423	9.05	21.519	11.118	14.984	3.45	6.667	5.548	10.481	8.162	2.957	40.836	14.145	12.017	7.85	1.333
chr1	97061835	97062159	0.06	3.917	2.772	1.236	5.446	4.582	0.909	1.284	3.87	2.246	5.326	16.442	16.644	19.936	7.714	15.636	13.343	148.132	7.643	13.379	8.333	16.205	11.8	3.222	5.562	9.64	60.6	10.206	2.142	22.26	15.595	59.061	26.578	2.833
chr17	21190571	21190762	0.039	0.97	6.525	2.853	6.005	3.63	1.18	3.27	2.97	10.15	18.455	4.25	2.5	2	3.167	5.9	1	6	3.429	3.5	5.5	3	2	0.7	2.333	2.8	3.333	4	1.983	5.5	2.167	4	4.9	1
chr4	8131869	8132818	0.044	1.628	5.881	1.391	4.532	2.677	1.523	1.307	4.152	2.495	1.185	2.952	4.368	3.5	2.889	4.286	3.227	2.208	4.25	3.4	4.086	2.529	5.977	1.4	2.412	3.3	4.208	4.028	2.733	4.513	2.692	2.188	5.915	2
chr9	130829091	130831012	0.201	2.811	20.994	23.215	7.083	47.501	2.23	2.221	22.659	3.816	5.078	14.701	9.735	8.692	13.242	186.87	8.035	4.649	13.635	13.126	8.71	13.561	25.678	9.804	6	18.132	6.505	6.866	1.85	37.321	22.215	13.271	20.216	1.692
chr20	44859349	44859969	0.106	3.055	2.826	2.244	4.141	4	0.927	1.818	1.078	6.274	3.501	10.155	11.25	11.855	7.825	17.226	11.449	3.705	7.636	17.918	29.074	16.947	188.473	71.092	7.525	11.527	14.792	7.462	2.816	375.87	10.737	78.111	13.136	2.778
chr8	21911326	21914856	0.114	2.663	2.02	2.738	10.83	8.936	45.103	2.053	4.041	7.08	1.877	6.194	7.384	4.465	5.517	8.729	4.495	18.634	4.689	6.053	7.533	8.817	10	6.131	4.817	13.344	61.402	4.832	5.903	14.341	5.458	16.293	11.604	2
chr10	6274451	6274829	0.04	1.255	4.523	1.92	0.818	1.816	0.87	9.981	2.765	6.403	3.077	3.667	3.111	8	2.333	3.5	2.7	5.76	1.4	1	2	5	6.286	1.4	2.857	5.235	2	4.429	2.672	4.6	2	2.143	6.903	1
chr7	102066178	102066611	0.046	2.223	6.299	0.751	5.487	5.762	1.431	9.678	4.28	4.849	4.468	4.316	4.957	7	5.043	7.32	4.118	1.579	8.148	2.818	4.25	6.348	7.032	1.167	2.111	4.737	2.25	4.133	2.019	10.707	6.833	7.971	5.238	1.8
chr12	3302768	3302913	0.036	2.847	1.592	0.9	1.227	1.15	4.2	4.467	3.133	2.807	2.293	3.2	3.833	1.6	3	3.833	3.6	3.233	6.333	3.4	1.5	6.143	2.6	0	1.5	2	2.2	2	2.775	2.4	4	3	4.5	1.5
chr16	309785	310101	0.045	2.406	3.382	1.527	4.413	0.992	1.886	2.966	3.363	5.378	2.886	2	1.5	3.222	4.357	2.571	2.857	0.889	2.286	3.1	2.286	3.286	6.733	3.72	3.25	4.643	4	2	4.371	2.9	2.571	3.923	9.571	1.5
chr12	114848021	114848178	0.039	3.977	2.32	1.72	9.8	5.617	71.371	0.807	4.749	10.131	2.354	5.143	5.889	4.5	4.5	7.545	9.867	1.6	4.875	8	4.25	6.25	5.5	0.7	7.143	4.5	1.667	4.5	3.489	1	4.25	3	3.6	2.5
chr8	99951238	99951353	0.036	3.68	1.688	1.28	8.392	25.712	128.48	1.312	2.424	11.672	1.28	7.6	6	4.75	5.857	9.818	3	0.56	1.333	7.429	3	2	8.5	2.767	7.571	3.5	2.5	8.4	6.864	9.143	9.286	5.5	4.6	2
chr6	78359781	78360466	0.102	2.33	11.924	13.676	4.056	32.727	3.56	2.446	19.477	1.828	1.31	18.265	68.156	14.444	17.035	20.638	9.426	96.916	17.673	46.364	20.258	24.211	28.379	22.41	9.192	10.22	131.041	12.586	1.623	37.59	33.584	70.174	23	3.154
chr1	26530459	26530788	0.048	3.148	4.089	2.455	6.935	6.135	2.616	1.622	3.585	1.662	1.831	4.667	6.15	5.583	2.818	10.103	5	52.865	6.111	3.3	6.929	10.24	5.154	3.378	4.615	7	52.897	7.091	1.05	11.231	9.08	23.424	10.074	1.857
chr16	21668529	21668933	0.064	3.313	2.514	0.936	2.276	3.725	0.889	2.917	2.427	3.905	3.928	13.233	12.682	9.297	6.56	9.794	7.708	76.138	8.929	11.676	1.5	18.137	12.044	2.456	15.5	10.438	125.822	8.143	1.45	18.915	6.917	23.519	10.172	1.333
chr16	88097163	88097433	0.045	2.378	6.022	1.313	1.735	1.191	0.984	6.52	6.251	4.255	7.622	6.188	5.769	3.286	2.889	6.118	2.833	18.96	7.167	3.444	4.8	7.944	7.944	2.186	5.214	1.75	23.143	3.273	3.619	8.625	5.667	5.333	6.059	1.333
chr11	76797656	76797846	0.038	2.017	3.32	0.48	2.994	1.714	0.84	3.966	2.097	3.314	1.794	3.833	2.333	1	2	2	1.5	2.28	1.75	2	3.25	2	2.5	2.1	1	4.143	5.167	2.4	1.375	3.75	1	4.4	5.667	1
chr8	143683932	143684613	0.051	2.134	4.243	1.262	5.295	1.263	0.953	2.01	6.016	1.776	2.302	1.923	2.8	4.35	3	5.32	5.5	2.578	3.667	4.333	3.077	4	5.208	1.167	4.059	3.667	3.688	2.875	1.65	2.8	5.794	4.731	5.135	1
chr9	15533116	15533608	0.075	3.116	7.805	1.6	7.908	5.46	0.858	2.708	4.86	2.208	4.464	18.606	16.407	15.712	14.983	12.633	11.233	99.268	13.667	12.261	7.375	24.976	9.289	4.142	14.041	20.043	184.096	10.455	1.131	15.581	6.969	35.119	10.447	2.857
chr17	74276907	74277090	0.035	0.829	2.669	0.99	1.513	1	0.24	0.824	5.006	2.793	1.417	1	2.833	2.5	1	2.4	1.5	6.337	2.6	3.4	2.5	4.5	6.889	1.4	2.5	5.25	2.5	5.833	5.394	5	4	2.5	2	2.25
chr16	1470320	1471461	0.217	1.939	17.434	46.87	5.024	47.153	1.007	1.836	40.142	3.505	13.097	18.067	11.326	7.962	8.688	30.476	10.942	2.797	14.94	50.572	5.808	22.434	34.034	23.797	5.875	9.119	6.279	7.711	2.146	106.271	63.333	295.591	24.107	1.75
chr7	73876886	73877331	0.046	2.526	2.916	1.946	8.327	4.409	2.898	3.031	3.858	8.698	32.056	2.7	6.556	5.464	2.833	7	4.417	1.308	3.941	3.923	6.421	13.268	4.118	3.45	3	5.389	3.25	2.625	1.939	6.591	3.267	5.667	5.318	1.75
chr1	19810825	19812777	0.22	1.475	30.692	32.381	4.429	48.753	1.591	2.114	46.199	4.253	31.242	8.865	10.787	8.017	14.165	10.948	7.93	3.567	11.614	9.841	8.563	11.953	11.358	5.238	5.738	6.258	9.258	6.729	2.688	29.272	26.517	12.684	10.584	1.789
chr2	25015726	25016838	0.105	2.327	75.534	65.183	3.435	56.255	1.354	1.825	140.247	3.533	15.221	13.105	16.245	14.157	18.936	21.799	11.356	8.267	31.266	28.86	12.154	23.457	24.941	12.7	8	13.713	20.229	94.451	2.013	76.123	114.237	217.183	21.186	1.667
chr7	85379602	85380005	0.039	6.103	5.913	2.947	10.64	16.398	2.06	2.04	3.798	2.165	1.352	12.189	11.333	7.5	8.517	13.955	10.361	121.502	6.364	15.775	5.591	14.957	11.711	9.287	9.545	12.263	158.165	6.211	1.37	15.151	7.167	40.078	14.596	1.333
chr2	58767898	58768103	0.036	1.92	59.511	5.018	11.858	33.604	1.647	1.871	21.04	4.689	5.302	14.7	8.5	125.975	21.05	27.638	13	1.98	17.882	22.324	3.875	34.429	13.826	8.142	12.917	13.435	18.172	21.074	1.35	22.281	69.524	18.857	11.583	3.8
chr7	101457120	101461290	0.22	1.928	4.67	13.882	6.921	35.857	9.642	1.069	9.66	4.131	17.887	5.663	36.424	7.308	7.862	9.253	5.212	11.086	6.802	9.602	8.339	8.502	9.68	7.653	4.647	6.995	25.622	4.884	2.322	18.904	14.238	9.99	9.054	1.68
chr5	45205567	45205885	0.039	8.132	6.668	2.931	2.84	12.403	2.258	1.592	2.591	3.065	1.895	21.817	11.16	26.017	8.931	42.84	20.839	2.791	17.953	29.258	14.658	73.752	16.537	24.181	25.827	17.442	24.25	12.194	1.327	21.275	18.34	28.062	7.105	2.444
chr22	47431456	47431747	0.04	2.265	7.16	0.914	1.956	2.12	2.647	1.392	2.667	2.625	5.942	1.8	6.211	2.2	2.4	2.9	2.2	1.236	3.75	2.167	3.625	1.5	4.786	1.4	2.571	4.4	1.5	1.833	2.756	3.909	2.857	3.375	3	1.333
chr9	140293446	140293820	0.047	2.837	3.445	2.285	1.789	1	0.96	1.267	3.235	2.72	3.155	3.455	5.143	2.333	2.375	4.6	2.7	3.923	4.882	2.75	4.556	4.833	5.053	1.4	5.947	3.571	2.667	3.1	6.954	4	3.556	4.154	4.6	3.7
