####################################################################################################
Online Supporting Information S2. 

The input maximum signal dataset including the maximum signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr16	89698801	89699971	0.079	5.56	7.6	3.24	7	7.68	8	3	5.84	3.52	2.84	9	7	5	7	6	8	5.64	7	10	11	9	11	3.1	3	9	6	6	6.4	16	8	9	10	4
chr20	61909614	61910380	0.082	4	5	4.56	1	2	5.36	17.88	4	12.08	11.2	4	12	4	5	7	7	30.68	8	4	7	6	10	2.8	4	7	8	9	7.3	8	7	13	5	3
chr6	1595850	1596105	0.038	4	6.24	4.72	7.92	6	7.16	2	3.68	5	3.16	5	6	3	6	3	6	2	6	6	12	7	4	4.1	2	4	5	7	4.6	8	5	9	10	1
chr16	57657360	57657772	0.092	5.56	15	6	19.92	11.72	1.68	6	7.84	4	6	11	17	13	7	36	14	5.68	13	12	7	25	15	15.2	19	15	9	9	7.3	22	13	31	44	4
chr4	152966808	152967663	0.223	2	16.44	23.48	23.36	78.4	6	2.36	27.04	4.64	8	21	28	17	20	39	14	248.56	27	28	39	45	33	19.3	20	21	241	24	4.6	48	50	73	19	3
chr7	2135127	2138155	0.07	5	16.48	4	8.28	5	2	7	8.44	15.08	12.12	8	8	10	6	9	8	7.48	7	8	9	8	10	2.8	10	8	8	8	9.2	9	9	12	10	3
chr9	90301089	90301248	0.04	5	11.84	2.4	10.44	3	2	5.92	6.36	6.8	7.24	7	10	6	2	10	7	3.96	6	6	8	6	16	5.5	18	6	8	4	0.9	10	5	7	9	3
chr11	31892502	31892994	0.082	3	7	7.52	26.96	65.52	9.6	3.88	5	5.6	4	21	25	22	11	28	18	171.24	19	29	43	33	82	34.5	15	19	293	11	10.1	202	28	55	20	5
chr12	117518432	117518762	0.051	3	7	2	10.84	7.88	4	3	8.68	5	3	8	12	6	6	12	8	4.96	9	14	11	17	8	2.8	4	386	7	5	1.8	15	6	17	10	2
chr5	140242206	140242391	0.04	9.64	2.44	1.36	2.52	1	1	6.28	3	2	5	6	7	3	4	6	4	2	6	2	5	3	8	1.4	1	3	1	4	6.4	6	2	3	3	5
chr11	92619402	92619837	0.154	3	1.92	1	9.44	3.88	3.8	6	7.04	4.56	5	22	18	13	9	23	18	191.88	12	22	3	33	28	5.5	12	20	567	12	3.9	21	10	35	16	4
chr3	134623984	134624287	0.044	4.8	7.12	4	9.52	7.32	4	4.6	4.64	3.92	2	11	9	9	7	9	11	6.84	6	8	25	15	11	11.1	4	8	13	3	7.3	20	6	12	9	1
chr10	134419579	134422018	0.117	4.6	7.16	5	17.4	5	4	4	7.32	14.08	10.92	8	7	7	10	10	6	7	7	7	12	7	8	1.4	6	7	9	9	5.5	16	9	14	13	5
chr10	61590447	61590703	0.061	2	6	3	6.72	5	1	6	4.68	6.16	16.48	26	15	15	17	23	16	208.04	21	19	5	21	15	6.9	20	11	253	10	1.8	30	14	52	11	3
chr9	100353936	100354080	0.038	4.36	3	2.44	7.04	3.36	2	2	8.28	4	3	12	8	7	9	10	10	38.92	7	8	8	15	7	1.4	4	6	134	13	3.7	8	9	12	10	5
chr16	2026326	2032504	0.568	7.8	6.92	18.6	24.48	90.52	51.72	17.44	18.96	13.88	9.28	15	44	13	12	20	14	21.4	14	16	17	16	18	22.1	10	15	10	14	8.3	39	20	39	24	3
chr12	6677080	6677866	0.184	6.8	42.44	80.84	11.44	100.2	3	5.32	101.92	11	44.4	21	61	32	20	30	12	11.88	28	33	15	32	62	34.5	13	14	13	100	7.3	96	57	34	23	4
chr9	98314621	98314671	0.035	2	3.84	6.2	28.04	47.32	13.64	2	2	5.92	3.76	6	10	8	10	9	8	3	6	5	10	10	16	4.1	7	12	10	6	1.8	9	6	12	14	2
chr7	97924894	97925343	0.042	9.32	5	2	6.04	4	3	5.56	4.84	19.6	7.96	10	12	7	5	8	5	5	4	6	6	6	5	2.8	3	6	3	3	4.6	12	8	7	7	1
chr11	10314947	10316582	0.267	6.36	40.64	58.92	16	120.56	4.4	3	47.24	7.04	51.92	19	38	108	26	22	10	5	24	19	21	27	26	22.1	12	70	17	174	5.5	67	65	18	16	3
chr21	46726348	46727373	0.07	3.52	7.16	3	11.64	9.48	5	2	5	8.92	6	8	9	16	8	11	8	7	7	4	7	7	8	11.1	10	6	7	6	3.7	10	7	10	12	3
chr7	4305317	4305628	0.047	5	3	1	4	2.68	1.6	2	5	4	4.32	5	6	5	6	6	2	2	5	6	4	6	3	2.8	1	4	6	2	1.8	7	4	5	6	2
chr19	47213728	47214445	0.302	5	10	5	14.48	5.8	2.76	9.88	11.92	10.56	6.8	9	10	14	6	15	8	4	11	11	8	14	11	2.8	10	8	8	9	3.7	17	56	21	15	4
chr13	53182172	53182639	0.143	10.24	9.4	2.64	6.16	8	3	3	8	2	3	5	5	7	5	5	6	52.44	5	8	4	7	6	2.9	3	5	10	5	6.6	5	3	18	10	1
chr9	139149262	139150453	0.082	4	8.28	3	9	5	3.36	6	7	6	2	8	4	4	6	10	7	7	9	6	6	7	11	2.8	4	6	8	9	6.4	10	6	8	11	4
chr14	50537749	50537885	0.036	3	5.88	1	4.04	5	5.28	2.84	7.76	2.92	6	4	13	4	4	5	3	3	3	8	1	3	5	6.9	1	6	4	4	3.7	4	3	5	18	2
chr8	144560958	144561564	0.097	3	4.6	2	6.6	3.68	2	4	7.48	3.68	8	4	8	5	5	5	6	4.64	5	9	6	12	6	1.8	3	6	5	9	5.3	12	3	9	10	1
chr8	143079914	143080262	0.067	4	12.24	0.88	4.68	6	2	2	6	6	3.28	3	9	5	4	8	3	20	5	3	2	3	9	5.5	4	5	17	3	4.6	7	5	10	10	2
chr3	11746676	11746991	0.063	6.92	5.84	3	7.48	8	4.28	3.24	10.08	8.32	14.16	4	26	9	9	7	7	3.24	6	7	11	6	9	8.3	19	5	9	12	3.7	13	7	9	17	4
chr9	136701764	136702451	0.057	3.68	10.04	1	7.24	4	2.16	2	6	8.96	23.72	4	9	5	9	7	7	5	9	6	2	4	10	5.5	7	5	6	5	3.7	9	7	5	9	4
chr19	1675262	1676337	0.151	8.28	4.72	10.2	9	28.56	24.16	2	4	7	3	9	11	9	9	11	7	23.44	10	9	10	12	8	4.1	10	9	11	57	5.5	15	10	47	11	4
chr2	14772127	14775979	0.543	8	6.16	41.56	27.2	122.52	133.64	4.96	16.48	16	4	21	37	11	16	62	14	210.08	16	23	32	25	21	22.1	16	12	132	14	20.2	41	74	51	21	4
chr3	8774215	8774410	0.045	5	5	2	8.8	11.4	4	2	5	5.12	3	6	9	11	3	10	6	11	10	6	6	10	12	2.8	5	8	4	7	2.8	12	7	17	9	1
chr13	55307795	55308161	0.092	4	3.84	2	11.56	4	3.96	4	1	3	8	24	13	15	12	26	15	178.28	15	17	5	24	21	9.7	13	9	202	6	4.6	30	12	43	15	3
chr7	150877933	150878510	0.041	2.84	2	3	5	2	3.32	1	6.56	6	3.24	5	7	3	9	7	6	6	4	5	3	10	8	4.1	3	6	3	1	7.3	9	5	7	7	2
chr11	3124229	3124731	0.05	3.44	5	2	6	3.32	5.44	3	5.8	2	4.4	4	7	3	4	5	3	4	8	6	7	7	5	1.4	6	4	6	4	2.8	7	5	7	4	2
chr17	76679227	76679602	0.057	9	3.32	2.68	8	7.96	1	1.92	3.56	7.84	7.64	9	8	10	9	10	5	7	7	14	9	10	6	2.8	9	12	5	4	4.6	11	9	9	8	3
chr13	114899776	114900501	0.084	7.24	9	2	10.2	5	2	3	7	8	11	7	12	9	9	8	7	6	10	10	11	8	10	6.9	5	8	6	11	4.6	16	16	8	9	2
chr17	38195109	38195524	0.084	7.04	16	2.68	20.44	19.12	2	5	9	7.64	7.72	17	17	20	8	27	13	148	22	14	14	19	17	9.7	17	12	86	15	3.7	26	10	38	14	4
chr2	220398224	220398409	0.037	3	12.4	2	5	3	4.96	2	11	3.24	1.76	3	6	4	8	7	1	1	4	10	4	2	8	2.8	6	2	6	3	3.7	10	5	6	9	2
chr17	74721977	74723475	0.469	4.52	75.72	56.72	13.88	87.64	4	4	158.28	10.08	58.4	32	23	48	22	100	15	110.72	37	48	19	34	45	29	9	15	37	20	4.6	129	97	32	39	3
chr17	1040724	1041171	0.126	2.16	6	3	6	5.36	3	4.24	7.56	5	5	7	14	9	8	11	8	6	8	16	5	13	10	13.8	14	6	6	4	5.5	14	5	17	10	2
chr8	142114897	142115204	0.048	2	9.36	1	8.52	3	4.12	2	4.96	4	3	5	15	7	8	9	5	11	5	8	4	5	7	1.4	7	5	9	4	6.4	9	3	7	4	5
chr17	36489451	36490204	0.348	8	8	3	21.64	14.12	3	6	9.4	5	6	20	29	14	11	41	12	385.8	26	15	15	36	22	8.3	24	19	319	11	5.5	49	17	83	25	4
chr9	127596802	127597496	0.066	5.48	5	2.04	6.8	6	1.64	2	7.4	2.08	5.84	4	5	9	8	6	5	7.56	6	4	7	14	5	2.8	7	7	7	5	4.6	10	4	10	9	4
chr10	13386850	13387147	0.068	6.16	9.2	17.96	18.64	35.12	1	13	5.68	8.52	229.92	13	6	4	11	8	11	7	6	7	14	6	14	9.7	6	6	6	7	5.5	31	10	8	10	3
chr17	77964750	77968220	0.495	7	19.6	18.76	34.08	47.44	8.36	4.8	17.56	16.04	22.32	12	27	78	14	27	17	118.36	17	22	16	30	27	12.4	10	10	136	13	7.3	56	25	44	51	7
chr16	58333742	58334052	0.081	7.4	5.28	1	3	4	3	5	3.04	6.8	2.76	21	16	14	13	26	11	256.44	20	16	8	20	24	9.7	16	14	382	18	5.5	42	19	70	21	3
chr7	1754896	1755786	0.136	3.56	8	3	18.84	14.04	2.56	3	6	9	5	8	9	7	8	22	6	7.24	8	7	13	10	10	8.3	7	9	7	8	5.5	12	7	18	17	4
chr9	34653633	34654066	0.07	3	9	4.12	27.6	15.52	2	5.04	4.52	7	5	4	8	9	5	6	2	1	9	7	6	5	10	1.4	9	10	3	6	6.4	10	8	9	11	2
chr14	65211855	65216910	0.148	9.16	13	4.96	6	4	4	17.72	8	15.84	11.28	10	10	10	7	13	7	36.8	11	9	16	10	12	6.9	14	10	40	8	10.1	13	15	14	16	7
chr8	23273165	23273532	0.07	7.8	15.6	5	11.64	9.44	2	2	6.56	7	4.56	13	12	16	8	19	17	172.52	14	21	16	14	18	16.6	17	9	169	11	4.6	21	24	40	22	3
chr5	43602537	43604322	0.165	7	20.16	49.12	24.48	131.32	13.44	3	63.56	7	10	17	15	12	14	16	10	7.88	19	34	22	19	37	19.3	8	12	14	13	8.3	132	35	22	112	3
chr17	1103784	1104763	0.062	6	6.8	4	7.72	6	3	3	8.88	8	6	10	6	6	9	10	12	5	9	7	5	9	7	4.1	6	11	7	6	4.6	9	4	8	11	6
chr5	54520339	54520694	0.063	8	3	1	5	8	116.72	2	3	13.44	3.32	6	8	6	5	4	5	4	6	4	7	11	6	1.6	8	7	9	7	10.1	5	4	5	8	4
chr16	67699783	67702609	0.654	11.4	12.56	35.12	28.32	105.08	16.28	4	18.36	12.44	8.88	17	36	24	15	81	15	242.88	21	13	20	35	29	13.8	13	13	92	14	7.3	147	28	433	23	3
chr19	18869322	18869619	0.043	5	4.12	2	8.96	4	6.48	4	9	7.8	3.92	7	6	5	4	8	5	3	11	3	8	5	10	2.8	7	4	5	6	2.8	8	6	8	17	3
chr1	37721007	37721433	0.129	4	6.68	6.16	11.68	41	5	2	6.44	5.96	4	16	67	27	16	40	15	99.32	22	34	21	31	128	48.4	18	15	142	17	6.4	234	24	120	49	2
chr3	167452601	167453118	0.078	6.56	61.96	66.84	9.52	67.6	1	2.84	100.76	6.48	3.8	25	18	17	15	49	22	7	25	24	18	28	30	18	12	23	12	18	5.5	86	129	1585	28	4
chr15	74227869	74228262	0.066	2	4	2	11	10	2	6.6	7.52	9.16	7	9	3	24	4	6	5	4	6	9	5	10	13	5.5	7	3	6	2	5.5	6	10	15	10	3
chr1	172507089	172507387	0.068	7	26.96	6	15.12	36.16	1	3.64	14	15.76	85.72	17	21	29	12	24	33	8.2	23	30	8	85	19	96.7	20	18	18	18	1.8	41	55	19	63	2
chr1	62207468	62209057	0.673	5.56	31.84	53.56	12	79.48	2	4.48	47.76	7.96	41.44	16	29	23	25	17	15	8.6	15	26	29	24	24	9.7	19	15	15	9	4.6	44	42	21	16	3
chr21	47684749	47685076	0.062	2.84	9	2	3	5	1	21.64	2.32	14.36	9.4	3	8	5	5	11	7	27.56	7	4	11	8	9	4.1	5	6	14	7	8.3	14	7	12	10	3
chr10	5566812	5567215	0.041	5	4	1	9.72	3	3	1	3	3.52	1	3	4	2	3	6	2	2.04	5	3	4	8	5	1.4	3	5	5	8	5.5	5	5	10	5	7
chr4	141013652	141013895	0.041	4	12.28	9.84	13.24	39.64	2	1.72	9	3	4	12	26	15	11	27	15	6	16	13	27	19	33	15.2	16	15	22	8	2.8	53	41	17	6	2
chr2	26790287	26791037	0.146	7	10	5.48	15.76	18.56	5	4.48	13.12	8.56	5	14	17	22	7	15	15	7.64	15	16	22	38	9	11.1	8	10	11	11	2.5	20	11	17	17	5
chr1	19652937	19653344	0.062	5.28	4.24	2	4	3	1	9	5.36	5	1	4	7	6	6	12	7	13.04	6	12	8	5	10	1.4	3	3	14	5	4.6	5	8	8	9	3
chr15	93053477	93053741	0.044	6.92	11.08	2.64	8	21.92	3	3	4	4	3	18	17	35	10	29	133	16.48	16	22	6	479	13	12.4	14	14	25	14	2.8	20	30	32	18	5
chr1	235490074	235492418	0.267	7.2	62.64	88.2	7	83.76	3.24	6	174.92	13.44	180.84	28	28	23	38	115	24	22.84	43	27	15	35	26	22.1	16	15	33	76	6.4	79	135	687	25	4
chr19	2817101	2817785	0.762	7	5	7	6.88	18	4	2	5.12	5	4	7	15	7	7	25	20	7.52	9	19	6	16	10	7.6	14	22	7	211	5.3	28	9	450	13	3
chr3	184007033	184007736	0.27	4	5	2.36	14.56	9	7	3	8	8.8	3.76	25	21	18	12	27	21	211.16	20	24	16	25	20	12.4	17	17	496	18	5.5	53	29	67	18	4
chr10	11514171	11514471	0.075	5.36	6	2	2.76	3.28	2	6	6	5	6.6	24	14	26	15	21	9	261.96	29	17	8	33	19	6.9	18	20	566	10	1.8	32	15	50	19	2
chr12	50444244	50445722	0.106	7	10.08	17	22.76	54.8	21.92	5	21.2	7.08	3.2	13	12	68	14	17	16	10	15	13	18	24	17	23.5	11	13	15	11	6.2	33	22	35	14	9
chr19	18913074	18913671	0.347	7.36	10.4	7.72	11.88	17.16	2	3	8.88	2	3.84	8	23	26	9	41	5	5	13	13	9	18	16	33.2	19	10	11	10	5.3	19	31	11	16	3
chr1	31849565	31849989	0.083	5.84	9.64	4	25.96	12.4	4	1.24	10	6	3	12	9	8	5	13	24	9.44	7	13	8	52	22	15.2	7	13	6	5	4.6	20	9	12	15	4
chr7	158061687	158062156	0.042	13.92	6	3	4	1	3	3	4	3.92	3.8	4	6	4	2	3	2	3	3	2	8	5	7	2.8	2	5	2	5	2.8	8	4	8	10	1
chr3	13661832	13662088	0.041	2	12	3	12.08	5	2.64	3.52	5	5	4.28	6	5	5	7	5	5	3	7	5	6	4	6	2.8	4	5	7	6	3.7	9	4	7	6	2
chr8	30251545	30251647	0.037	1.88	12.72	5.24	10.72	22	2	1.6	10.48	1	19.08	21	110	35	34	32	25	2.68	22	9	5	33	23	12.4	85	10	14	15	2.8	33	45	14	13	3
chr15	65064408	65065049	0.096	3	17.08	16.08	30.4	60.8	6.4	4	12	18.24	281.36	15	14	16	14	14	9	11	16	31	8	17	31	31.8	11	14	7	9	4.6	37	13	14	14	2
chr18	46299876	46300647	0.051	6	6.96	2	7	1.48	2	3	5.2	6.88	3.68	5	9	5	8	5	2	14.96	6	6	12	6	7	6.9	4	4	9	7	4.6	10	7	7	8	1
chr9	104473690	104473970	0.054	6	5	2.8	6.08	5	1	2	2	2.32	7.96	18	11	12	6	15	10	290.96	9	10	7	26	13	8.3	13	13	94	9	3.7	20	13	55	12	3
chr16	2281652	2282774	0.074	3.84	6	1	5.68	3	3	11.8	11.24	7.24	7.76	8	6	7	6	7	3	2.96	6	6	3	6	6	1.4	3	4	6	6	4.6	7	5	8	11	2
chr10	124316997	124317327	0.065	3	2	2	9	5	3.6	3.08	5	3.84	3	9	12	6	8	11	3	9	7	7	12	12	9	8.3	3	8	9	4	1.8	10	9	15	12	1
chr19	38182760	38183505	0.158	10	4	46.48	8	96.4	8.56	4	12	4	8.12	14	32	13	13	34	12	25.88	15	20	23	22	30	16.6	14	13	27	15	3.7	53	40	315	20	5
chr19	18615235	18615989	0.066	5	8.64	2	9	4	2.4	4.32	5	19.36	26.48	6	7	8	7	7	9	6	9	6	8	13	7	4.1	6	5	5	9	7.3	16	8	10	6	3
chr9	136321618	136322189	0.075	2	12.52	2	9.76	1	4.96	4.04	6.96	12.28	3	7	14	8	9	12	5	107.92	5	9	7	8	10	1.4	5	7	17	10	7.3	9	4	24	5	5
chr15	63891743	63894479	0.422	7	9	50.8	22.32	111.12	35.08	5	46.2	7	9	18	79	16	19	20	12	106.24	21	38	20	20	34	27.6	16	16	153	26	9.2	48	28	30	22	5
chr11	375146	381401	0.177	7	11.48	4.36	4	8	3	12.92	7.2	9.48	6.44	8	9	8	8	7	11	8	10	8	12	8	9	2.8	7	10	6	8	10.1	13	8	9	12	3
chr18	77562274	77562607	0.056	4	10	1	2	2	4.92	1	2	10	1	2	4	10	4	6	9	3	4	5	4	4	8	2.8	3	7	4	5	4.7	4	6	7	9	1
chr8	142294785	142295530	0.077	3	10	2	7.92	4	4	3	8	11.2	16.36	6	10	4	7	10	4	19.24	6	9	8	6	7	9.7	5	3	19	6	7.3	12	3	11	8	4
chr1	15852818	15853852	0.282	3.72	49	82	6	104.48	4.08	3.72	68.28	8.64	13.28	29	30	56	16	45	20	56.48	48	43	21	36	103	95.3	20	24	17	17	6.4	277	76	409	515	3
chr10	130008107	130010994	0.552	7	5	33.04	21.88	69.12	20.36	3	8	14.16	4.92	12	44	16	18	22	14	249.16	11	24	14	38	20	12.4	11	15	76	15	4.6	44	23	80	16	6
chr6	91791383	91791454	0.035	5	3	0.96	12.32	1.44	1.4	1	1	1	0.16	21	16	37	12	16	18	138.16	7	25	5	20	16	5.5	14	19	273	10	0.9	14	13	42	8	4
chr6	170405840	170406861	0.053	8	4	2	11	4	3	4	4	7.08	4.04	6	11	7	9	8	8	3	6	7	4	4	11	4.1	4	6	9	6	3.7	8	4	9	6	3
chr12	131644158	131644657	0.197	6	8.44	1.76	11.12	6	4.24	4	5	7	4.52	11	15	11	15	10	11	105.2	12	13	5	21	11	4.1	5	9	148	8	2.8	19	11	29	19	1
chr5	1237786	1238292	0.045	7.96	5	5.84	3	4	2	2	4.48	5.72	4	4	12	4	7	7	5	13	4	2	3	5	7	1.4	3	7	5	6	8.3	7	5	7	6	5
chr10	648607	648979	0.051	8.88	6.72	1.12	9.4	5	2	2	2.44	8.84	19.8	8	10	4	5	6	3	3	3	6	2	5	8	2.8	5	10	5	6	4.6	6	4	9	7	3
chr8	143694894	143701311	0.455	6.28	9.4	12.6	35.36	64.6	33.92	5	11.84	9	12.64	13	14	12	10	23	14	24.04	24	19	19	41	49	52.5	9	13	13	13	11	49	74	28	33	4
chr2	160911856	160912702	0.136	4	17.16	9.72	18.96	22.28	2	4.8	7	6	10.2	22	16	38	17	40	18	18.44	18	24	20	36	34	31.8	13	10	16	11	5.5	32	17	36	25	4
chr13	114632265	114633259	0.141	6.28	6.48	3.56	6.84	5	3	3	6	5	5	6	12	7	9	9	8	80.16	7	6	12	10	14	6.9	9	9	124	5	4.6	11	5	17	13	3
chr19	35565496	35565878	0.037	3	8	1	8	2	4	1	7	2.8	2	5	5	3	6	9	11	2	5	8	11	2	7	4.1	2	7	5	7	3.7	4	4	8	10	2
chr1	234610920	234611291	0.043	4.36	7	5	21.12	16.24	1	3	15.6	5.84	37.08	5	14	7	4	9	8	7	8	7	6	7	11	2.8	6	7	11	8	4.6	17	11	10	11	4
chr14	48142960	48145761	0.323	10	6	43.6	17	144.6	69.48	7.8	15.04	16.72	3	13	31	13	27	18	12	12	15	18	43	16	17	26.3	11	15	20	10	11.9	35	43	36	26	2
chr13	27070784	27071121	0.098	3	2.76	2	3	7.24	1	3	1	4	3	17	16	9	15	17	13	106.24	19	14	11	20	10	4.1	10	11	275	10	1.8	27	20	62	10	1
chr7	130417054	130417243	0.037	8	4.96	1	3	4.4	36.04	4.24	3	3	1	6	10	2	6	4	4	5.6	13	3	6	5	6	2.8	3	9	1	6	2.8	6	4	5	4	4
chr5	118691288	118692355	0.132	3.24	10.88	50.24	12.12	110.84	8.56	3	28.08	5.6	11.96	19	13	15	34	18	12	8	19	18	19	18	21	13.8	10	13	14	14	5.5	50	33	18	12	5
chr4	141418672	141419622	0.188	5	7	35.12	21.52	75.68	72.68	3	26.4	8.4	3	13	18	32	16	14	6	9	11	14	17	22	14	19.3	9	9	11	13	9.2	27	28	12	15	4
chr10	11949829	11950495	0.053	3	8	1.4	5.76	2	3	2	9	4	3	8	4	5	7	7	8	5.72	7	4	9	6	7	4.1	5	6	9	7	3.7	4	9	7	6	3
chr17	78134392	78134741	0.061	3	8	5.96	27.84	43.04	5	4	11.08	5	4.8	11	12	16	13	15	16	5.28	13	9	16	8	17	6.9	11	13	10	13	1.8	20	25	12	14	3
chr11	68818829	68819305	0.047	5.44	8.96	2.48	12	9.04	1	7	11	12.12	51.48	4	5	6	4	8	6	4	5	3	6	5	9	2.8	5	6	1	8	5.5	5	4	7	7	2
chr16	87973256	87973482	0.056	4.6	3	1.72	1	4.88	1	3.72	2	4	4.88	3	6	6	6	45	8	6	2	6	1	4	6	1.7	7	5	3	5	3.2	4	5	7	8	5
chr19	49109754	49110798	0.061	6.2	9.2	3.2	6	2.76	3	7	10	8	5.68	10	8	4	10	9	10	3	8	7	8	9	7	2.8	5	5	6	8	6.4	9	7	9	11	2
chr3	141119648	141119888	0.052	3.44	8	2	13.8	10	3	3	4	2	7.56	7	6	3	13	10	7	11.24	7	13	3	16	11	2.8	16	10	9	5	1.8	21	13	13	9	2
chr12	43945131	43946520	0.332	8	9	59.8	15.72	143.84	26.88	6	24.36	8.92	7.76	15	41	18	20	27	14	68.88	22	16	25	23	20	41.4	24	12	76	27	5.5	40	135	52	22	4
chr1	209739503	209739740	0.054	2	3.84	1.76	9.92	8.32	4	3.16	11	3.48	3	15	15	105	11	23	18	249.88	15	21	15	32	12	12.4	7	13	253	53	3.7	22	20	67	15	4
chr17	10779385	10779622	0.055	5	2.24	2	4	6.2	3	1	3	3	3	19	33	22	13	14	9	172.44	17	8	6	32	15	8.3	11	12	394	11	3.7	16	19	42	12	1
chr22	47362691	47363000	0.039	2.16	4	1	7.04	2.36	2	2	1	9.24	12.76	5	8	2	6	5	5	5	6	3	8	4	6	1.4	5	7	6	8	8.3	7	6	6	10	2
chr2	191237204	191237335	0.04	1	3.72	2	1.52	1.56	1	3	3.16	2	1.24	11	14	9	12	15	12	110.96	14	16	1	36	17	6.9	12	17	110	11	0.9	13	14	35	6	1
chr16	942042	945807	0.676	7.72	8	2.68	9.4	5	4.28	6.48	12.16	10	6	9	13	11	8	12	9	113.2	15	9	9	17	17	8.3	6	11	183	9	9.7	39	11	45	14	5
chr1	7568046	7568426	0.043	3.92	5.8	1	8.6	2	2.24	7	10.96	6.92	3.68	5	9	6	3	9	6	7	9	4	8	7	6	2.8	3	4	4	1	3.7	10	3	11	8	1
chr18	8478651	8479086	0.146	8	4.68	3.4	12	3.88	4	2	4.8	12.96	4	13	13	20	12	26	8	394.4	18	16	24	20	14	22.1	18	17	142	8	5.5	13	16	103	21	1
chr22	45093110	45093974	0.389	7.2	11.32	2	11	12.92	7	6	6	10	7.36	23	24	13	11	28	18	385.32	22	17	21	38	23	6.9	12	19	426	11	9.2	36	21	106	18	3
chr21	45361514	45362078	0.145	6	4.12	3	8	4	3	3	10	2	6.68	13	10	44	7	12	10	163.4	12	12	4	27	10	5.5	6	19	75	8	4.6	14	10	46	16	6
chr11	60082550	60082658	0.038	6	5.88	1.04	4	5	2	2	5.48	3.08	1.56	8	5	3	4	9	8	16	3	9	1	5	9	9.9	3	8	8	5	1.9	8	3	11	14	5
chr1	26371409	26373989	0.433	7	8	16.76	17.56	75.8	132.48	5.92	12.24	11	7.48	10	15	11	9	17	11	10.96	19	13	27	13	11	18	9	16	8	12	13.8	21	13	17	12	5
chr6	27598638	27598916	0.046	9.76	9.04	93.52	4.08	47.12	5	2	22.84	6	4.4	18	13	13	18	14	7	36.52	5	18	16	18	25	9.7	9	12	27	13	4.6	48	68	27	14	3
chr6	43058286	43058535	0.046	1	29.48	8.32	13	66.8	2	2.52	16.04	6	8	19	16	16	17	17	11	7.64	15	12	13	19	15	13.8	16	19	10	15	2.8	29	28	24	14	2
chr9	123062042	123062444	0.096	5	4	3	1	3	1.64	3	6	6	4.96	5	15	43	11	16	9	118.36	7	7	5	27	17	6.9	15	19	118	10	2.8	7	4	26	11	2
chr2	74405341	74406368	0.282	5.88	54.48	83.44	3	52.64	3	3	106.56	8.28	80.48	141	18	11	24	297	15	17.76	36	19	14	20	28	12.4	16	15	12	26	4.6	54	137	24	20	3
chr21	44588373	44594318	0.36	8	13.44	19.72	22.04	73.72	12.92	5.88	23.64	8	9.44	14	23	15	13	17	11	42.16	14	10	24	18	18	11.1	16	18	29	13	19.3	27	23	31	22	6
chr15	77956845	77957052	0.041	1	3	4.36	11.8	9.12	2	4	7.6	4.44	2	8	5	8	6	9	8	7	5	6	9	9	7	1.4	4	5	10	3	2.8	11	6	15	10	2
chr1	109419261	109420109	0.406	3	9	46.24	5	64.28	8.04	2	25.4	3	5.36	12	18	11	14	18	13	15.4	17	16	14	26	22	13.8	16	15	18	165	6.4	45	29	21	124	2
chr1	3531336	3532423	0.244	14	7.56	5.68	10.68	7	3.68	4.12	6	16.64	6.48	14	15	9	12	21	15	240.28	17	17	20	34	13	5.5	10	14	231	12	6.4	27	13	60	13	3
chr12	123373120	123373212	0.035	6	15	5.6	16.24	18.4	6	6	6	8	30.52	10	14	20	8	18	9	5	7	13	10	15	21	12.4	5	9	7	1	4.6	25	7	12	9	1
chr2	119071039	119071388	0.071	6	8.28	4.76	21.08	18	4	4.76	6	5	6	12	19	13	9	18	17	93.44	9	16	17	27	39	30.4	18	11	52	12	0.9	66	11	26	37	3
chr6	97284669	97286143	0.435	10	26.32	74.04	12.68	84.6	14.4	2	67.64	10	17.04	17	20	13	29	43	13	10	21	29	27	15	23	22.1	21	17	19	15	2.8	51	161	32	18	1
chr2	162094164	162096411	0.427	3	5.8	45.04	13.36	100.04	26.36	4	28.56	8.44	4.6	20	36	12	19	23	18	7.48	20	22	59	23	28	51.1	12	18	18	11	11.9	96	16	97	19	3
chr1	6632678	6633104	0.055	8.36	6.92	2	15	4	3	2	9.12	4.68	6.04	6	11	16	9	7	8	4	9	11	6	7	10	4.1	5	6	4	6	4.6	10	10	9	6	2
chr19	58568773	58568961	0.041	4.12	5	0.24	7	2.56	4.84	3	6	1	5.36	3	3	6	4	8	4	4	8	2	4	8	3	2.8	1	4	4	2	4.6	8	2	8	12	4
chr18	72114606	72115351	0.049	6.44	10.64	1	3	1	3	4	4	9	3.64	3	5	3	5	6	5	2.76	3	3	6	10	6	1.4	5	3	6	8	3.7	7	4	7	8	1
